0.000309, 0.012346, 50, 
0.001632, 0.026469, 50, 
0.004610, 0.059555, 50, 
0.009904, 0.105874, 50, 
0.018175, 0.165422, 50, 
0.030084, 0.238195, 50, 
0.046294, 0.324187, 50, 
0.067463, 0.423387, 50, 
0.094252, 0.535783, 50, 
0.127320, 0.661355, 50, 
0.167324, 0.800082, 50, 
0.214921, 0.951934, 50, 
0.270434, 1.110266, 50, 
0.333856, 1.268436, 50, 
0.405177, 1.426413, 50, 
0.484385, 1.584162, 50, 
0.571467, 1.741645, 50, 
0.666408, 1.898822, 50, 
0.769190, 2.055648, 50, 
0.879794, 2.212074, 50, 
0.998197, 2.368051, 50, 
1.124373, 2.523524, 50, 
1.258295, 2.678437, 50, 
1.399931, 2.832733, 50, 
1.549249, 2.986352, 50, 
1.706211, 3.139237, 50, 
1.870777, 3.291328, 50, 
2.042580, 3.436053, 50, 
2.220925, 3.566901, 50, 
2.405121, 3.683920, 50, 
2.594480, 3.787177, 50, 
2.788317, 3.876752, 50, 
2.985954, 3.952740, 50, 
3.186717, 4.015245, 50, 
3.389936, 4.064384, 50, 
3.594950, 4.100279, 50, 
3.801102, 4.123055, 50, 
4.007745, 4.132843, 50, 
4.214233, 4.129772, 50, 
4.420249, 4.120320, 50, 
4.625794, 4.110892, 50, 
4.830868, 4.101494, 50, 
5.035475, 4.092131, 50, 
5.239615, 4.082805, 50, 
5.443291, 4.073517, 50, 
5.646504, 4.064267, 50, 
5.849257, 4.055053, 50, 
6.051551, 4.045871, 50, 
6.253387, 4.036717, 50, 
6.454766, 4.027588, 50, 
6.655690, 4.018477, 50, 
6.856159, 4.009378, 50, 
7.056173, 4.000286, 50, 
7.255733, 3.991194, 50, 
7.454837, 3.982096, 50, 
7.653487, 3.972985, 50, 
7.851679, 3.963856, 50, 
8.049415, 3.954703, 50, 
8.246691, 3.945522, 50, 
8.443506, 3.936308, 50, 
8.639859, 3.927058, 50, 
8.835748, 3.917771, 50, 
9.031170, 3.908445, 50, 
9.226124, 3.899081, 50, 
9.420608, 3.889683, 50, 
9.614621, 3.880253, 50, 
9.808161, 3.870799, 50, 
10.001227, 3.861330, 50, 
10.193820, 3.851856, 50, 
10.385939, 3.842391, 50, 
10.577587, 3.832953, 50, 
10.768765, 3.823561, 50, 
10.959477, 3.814237, 50, 
11.149727, 3.805009, 50, 
11.339523, 3.795904, 50, 
11.528870, 3.786955, 50, 
11.717780, 3.778197, 50, 
11.906264, 3.769667, 50, 
12.094334, 3.761405, 50, 
12.282007, 3.753453, 50, 
12.469299, 3.745852, 50, 
12.656231, 3.738646, 50, 
12.842825, 3.731878, 50, 
13.029105, 3.725590, 50, 
13.215096, 3.719822, 50, 
13.400826, 3.714610, 50, 
14.902833, 30.040134, 50, 
15.248211, 6.907552, 50, 
15.569447, 6.424724, 50, 
15.864218, 5.895420, 50, 
16.136545, 5.446536, 50, 
16.391634, 5.101786, 50, 
16.633846, 4.844232, 50, 
16.866387, 4.650821, 50, 
17.091518, 4.502617, 50, 
17.310813, 4.385907, 50, 
17.525367, 4.291074, 50, 
17.735934, 4.211339, 50, 
17.943023, 4.141788, 50, 
18.146958, 4.078700, 50, 
18.347911, 4.019068, 50, 
18.545924, 3.960255, 50, 
18.740910, 3.899712, 50, 
18.932645, 3.834704, 50, 
19.120746, 3.762013, 50, 
19.304623, 3.677555, 50, 
19.483415, 3.575836, 50, 
19.655874, 3.449182, 50, 
19.820206, 3.286643, 50, 
19.973840, 3.072669, 50, 
20.113157, 2.786336, 50, 
20.233378, 2.404431, 50, 
20.329286, 1.918164, 50, 
20.398287, 1.380003, 50, 
20.446443, 0.963117, 50, 
20.491260, 0.896360, 50, 
20.552187, 1.218535, 50, 
20.638554, 1.727329, 50, 
20.749534, 2.219599, 50, 
20.880276, 2.614857, 50, 
21.025825, 2.910961, 50, 
21.182278, 3.129078, 50, 
21.346813, 3.290698, 50, 
21.517426, 3.412251, 50, 
21.692691, 3.505306, 50, 
21.871583, 3.577830, 50, 
22.053348, 3.635314, 50, 
22.237428, 3.681591, 50, 
22.423397, 3.719372, 50, 
22.610927, 3.750611, 50, 
22.799764, 3.776737, 50, 
22.989705, 3.798812, 50, 
23.180586, 3.817637, 50, 
23.372278, 3.833828, 50, 
24.869236, 29.939168, 50, 
25.130947, 5.234224, 50, 
25.375089, 4.882835, 50, 
25.607876, 4.655741, 50, 
25.832921, 4.500894, 50, 
26.052429, 4.390155, 50, 
26.267808, 4.307585, 50, 
26.479992, 4.243688, 50, 
26.689619, 4.192536, 50, 
26.897132, 4.150255, 50, 
27.102842, 4.114204, 50, 
27.306967, 4.082503, 50, 
27.509654, 4.053745, 50, 
27.710995, 4.026816, 50, 
27.911034, 4.000774, 50, 
28.109772, 3.974757, 50, 
28.307167, 3.947903, 50, 
28.503131, 3.919278, 50, 
28.697520, 3.887780, 50, 
28.890121, 3.852023, 50, 
29.080629, 3.810159, 50, 
29.268609, 3.759598, 50, 
29.453437, 3.696554, 50, 
29.634198, 3.615240, 50, 
29.809519, 3.506409, 50, 
29.977248, 3.354575, 50, 
30.133870, 3.132451, 50, 
30.273351, 2.789610, 50, 
30.384887, 2.230721, 50, 
30.449495, 1.292156, 50, 
30.456698, 0.144058, 50, 
30.525841, 1.382874, 50, 
30.573849, 0.960165, 50, 
30.600628, 0.535572, 50, 
30.687718, 1.741803, 50, 
30.811573, 2.477088, 50, 
30.957404, 2.916626, 50, 
31.116977, 3.191463, 50, 
31.285609, 3.372637, 50, 
31.460502, 3.497866, 50, 
31.639900, 3.587956, 50, 
31.822648, 3.654962, 50, 
32.007958, 3.706205, 50, 
32.195274, 3.746319, 50, 
32.384192, 3.778352, 50, 
32.574411, 3.804372, 50, 
32.765702, 3.825821, 50, 
32.957888, 3.843731, 50, 
33.150831, 3.858856, 50, 
33.344419, 3.871757, 50, 
33.538562, 3.882860, 50, 
33.733186, 3.892492, 50, 
33.928232, 3.900909, 50, 
34.123647, 3.908311, 50, 
34.319390, 3.914860, 50, 
34.515425, 3.920686, 50, 
34.711719, 3.925895, 50, 
34.908248, 3.930572, 50, 
35.104987, 3.934790, 50, 
35.325015, 4.400556, 50, 
35.552013, 4.539964, 50, 
35.778783, 4.535381, 50, 
36.005150, 4.527343, 50, 
36.230948, 4.515971, 50, 
36.456022, 4.501484, 50, 
36.680231, 4.484180, 50, 
36.903452, 4.464416, 50, 
37.125581, 4.442580, 50, 
37.346535, 4.419068, 50, 
37.566248, 4.394265, 50, 
37.784674, 4.368529, 50, 
38.001783, 4.342175, 50, 
38.217557, 4.315477, 50, 
38.431990, 4.288654, 50, 
38.645084, 4.261882, 50, 
38.856848, 4.235290, 50, 
39.067297, 4.208966, 50, 
39.276445, 4.182963, 50, 
39.484310, 4.157302, 50, 
39.690909, 4.131981, 50, 
39.896258, 4.106977, 50, 
40.100370, 4.082250, 50, 
40.303258, 4.057748, 50, 
40.504928, 4.033410, 50, 
40.705387, 4.009168, 50, 
40.904634, 3.984953, 50, 
41.102669, 3.960693, 50, 
41.299485, 3.936317, 50, 
41.495073, 3.911760, 50, 
41.689421, 3.886963, 50, 
41.882515, 3.861876, 50, 
42.074338, 3.836462, 50, 
42.264873, 3.810705, 50, 
42.454103, 3.784604, 50, 
42.642013, 3.758191, 50, 
42.828589, 3.731526, 50, 
43.013824, 3.704706, 50, 
43.197718, 3.677871, 50, 
43.380278, 3.651208, 50, 
43.561526, 3.624949, 50, 
43.741495, 3.599379, 50, 
43.920236, 3.574825, 50, 
44.097819, 3.551654, 50, 
44.274332, 3.530255, 50, 
44.449883, 3.511026, 50, 
44.624600, 3.494350, 50, 
44.798629, 3.480574, 50, 
44.972128, 3.469977, 50, 
45.145266, 3.462759, 50, 
45.318217, 3.459015, 50, 
46.819058, 30.016834, 50, 
47.020471, 4.028244, 50, 
47.222292, 4.036427, 50, 
47.424528, 4.044718, 50, 
47.627185, 4.053141, 50, 
47.830271, 4.061720, 50, 
48.033795, 4.070482, 50, 
48.237767, 4.079451, 50, 
48.442200, 4.088656, 50, 
48.647106, 4.098121, 50, 
48.852500, 4.107876, 50, 
49.058397, 4.117947, 50, 
49.264816, 4.128363, 50, 
49.471773, 4.139151, 50, 
49.679290, 4.150339, 50, 
49.887388, 4.161954, 50, 
50.096089, 4.174023, 50, 
50.305417, 4.186568, 50, 
50.515398, 4.199611, 50, 
50.726056, 4.213170, 50, 
50.937419, 4.227259, 50, 
51.149513, 4.241883, 50, 
51.362366, 4.257041, 50, 
51.576002, 4.272721, 50, 
51.790447, 4.288901, 50, 
52.005724, 4.305541, 50, 
52.221853, 4.322586, 50, 
52.438851, 4.339960, 50, 
52.656729, 4.357565, 50, 
52.875493, 4.375277, 50, 
53.095140, 4.392947, 50, 
53.315660, 4.410399, 50, 
53.537032, 4.427431, 50, 
53.759223, 4.443816, 50, 
53.982188, 4.459310, 50, 
54.205871, 4.473656, 50, 
54.430201, 4.486594, 50, 
54.655094, 4.497872, 50, 
54.880457, 4.507258, 50, 
55.106185, 4.514552, 50, 
55.332165, 4.519601, 50, 
55.558280, 4.522301, 50, 
55.784411, 4.522613, 50, 
56.010438, 4.520557, 50, 
56.236249, 4.516217, 50, 
56.461736, 4.509733, 50, 
56.686801, 4.501291, 50, 
56.911356, 4.491113, 50, 
57.135328, 4.479445, 50, 
57.358656, 4.466544, 50, 
57.581289, 4.452667, 50, 
57.803192, 4.438063, 50, 
58.024340, 4.422961, 50, 
58.244719, 4.407573, 50, 
58.464323, 4.392081, 50, 
58.683155, 4.376644, 50, 
58.901225, 4.361395, 50, 
59.118547, 4.346440, 50, 
59.335140, 4.331865, 50, 
59.551027, 4.317734, 50, 
59.766232, 4.304094, 50, 
59.980780, 4.290977, 50, 
60.194700, 4.278401, 50, 
61.694395, 29.993888, 50, 
61.909890, 4.309909, 50, 
62.126786, 4.337919, 50, 
62.345266, 4.369604, 50, 
62.565542, 4.405518, 50, 
62.787856, 4.446275, 50, 
63.012483, 4.492536, 50, 
63.239731, 4.544972, 50, 
63.469941, 4.604189, 50, 
63.703471, 4.670610, 50, 
63.940685, 4.744270, 50, 
64.181911, 4.824526, 50, 
64.427394, 4.909665, 50, 
64.677218, 4.996475, 50, 
64.931215, 5.079927, 50, 
65.188876, 5.153228, 50, 
65.449304, 5.208562, 50, 
65.711235, 5.238619, 50, 
65.973163, 5.238567, 50, 
